ParticleType	PosX_mm	PosY_mm	PosZ_mm
mu+	225.747	-1468.49	989826
mu+	-43.0771	-1351.58	990853
mu+	-227.491	-1162.8	991778
mu+	-327.035	-945.49	992609
mu+	-352.518	-731.663	993358
mu+	-321.607	-540.582	994032
mu+	-251.849	-380.286	994638
mu+	-158.224	-253.507	995184
mu+	-52.228	-159.153	995675
mu+	57.1105	-93.1694	996117
mu+	163.984	-50.5397	996515
mu+	264.615	-26.958	996873
mu+	357.436	-17.8964	997196
mu+	441.306	-19.9081	997486
mu+	516.102	-29.9368	997747
mu+	582.248	-45.7161	997982
mu+	640.31	-65.3054	998193
mu+	691.144	-86.92	998383
mu+	735.356	-109.508	998555
mu+	773.766	-132.431	998709
mu+	807.057	-155.034	998847
mu+	835.933	-176.949	998972
mu+	860.987	-197.832	999085
mu+	882.725	-217.57	999186
mu+	901.614	-236.082	999277
mu+	918.043	-253.31	999359
mu+	932.362	-269.274	999433
mu+	944.835	-283.996	999499
mu+	955.724	-297.545	999559
mu+	965.24	-309.935	999612
mu+	973.572	-321.251	999661
mu+	980.897	-331.576	999704
mu+	987.339	-340.971	999743
mu+	993.018	-349.511	999779
mu+	998.03	-357.257	999810
mu+	1002.46	-364.288	999839
mu+	1006.38	-370.663	999865
mu+	1009.86	-376.434	999888
mu+	1012.94	-381.653	999909
mu+	1015.68	-386.37	999927
mu+	1018.12	-390.633	999944
mu+	1020.29	-394.484	999959
mu+	1022.22	-397.962	999973
mu+	1023.94	-401.102	999985
mu+	1025.48	-403.935	999996
mu+	1025.97	-404.852	1e+06
pi0	0.5562	-0.0660976	203.544
pi-	0.0637195	-0.854638	207.102
pi-	-10.3869	-14.5373	274.924
pi-	-13.4224	-18.2545	293.361
pi-	-12.9064	-23.0094	275.965
pi-	-11.3009	-25	264.959
pi-	438.965	382.104	-18071.3
mu-	-2.78906	240.98	-63601.8
mu-	6.93382	220.055	-101095
mu-	362.552	353.131	-131063
mu-	302.906	456.414	-154832
mu-	396.742	337.348	-173827
mu-	318.652	122.455	-188805
mu-	115.439	139.944	-200914
mu-	82.1286	184.844	-210844
mu-	281.127	305.867	-211728
pi0	0.556187	-0.0661854	203.544
pi0	17.532	10.4667	356.523
pi0	1.73451e-05	-7.07065e-06	-29.4641
pi-	-3.50096	0.419172	-28.5587
pi-	-6.059	0.855207	-27.8926
pi-	-8.01014	1.15181	-27.0684
pi-	-9.68564	1.17058	-26.7413
pi-	-11.0154	1.13526	-26.4847
pi-	-12.0685	0.892003	-26.3059
pi-	-12.8818	0.518282	-26.2354
pi-	-13.5512	0.252356	-26.138
pi-	-14.0899	0.096956	-25.99
pi-	-14.487	-0.0163778	-25.7959
pi-	-14.7712	-0.122721	-25.6187
pi-	-14.9699	-0.170026	-25.4418
pi-	-15.0865	-0.219668	-25.2805
pi-	-15.1952	-0.266621	-25.2057
pi-	-15.2114	-0.268775	-25.2103
pi-	-15.212	-0.268478	-25.2108
pi-	-15.212	-0.268478	-25.2108
pi-	0.0634494	-0.0664279	-24.681
pi-	0.125631	-0.611766	-20.8536
pi-	0.16868	-0.688033	-20.0036
pi+	2.9818	-0.565643	-28.4626
pi+	9.90733	-0.608441	-26.0492
pi+	15.3244	-0.407791	-24.0603
pi+	19.8196	-0.371741	-22.3618
pi+	23.5733	-0.278367	-21.3071
pi+	25	-0.623545	-20.79
pi+	340.151	-600.196	3445.96
mu+	-132.636	-293.612	3468.85
mu+	-152.793	-718.4	3777.96
mu+	-89.6929	-755.558	3977.75
mu+	-59.8311	-316.017	3821.78
mu+	-182.999	-405.032	3441.8
mu+	181.46	-546.197	3266.66
mu+	141.515	-642.675	2921.59
mu+	108.539	-402.751	2596.38
mu+	-107.118	-694.747	2321.33
mu+	-86.1504	-540.848	2000.79
mu+	11.8	-516.303	1696.18
mu+	-12.2092	-515.513	1461.57
mu+	-114.772	-583.792	1286.73
mu+	-50.1112	-750.351	1125.15
mu+	81.0547	-594.841	994.195
mu+	-107.156	-676.373	897.325
mu+	54.5943	-577.053	837.779
mu+	-16.8505	-728.502	778.863
mu+	-86.0068	-600.593	747.954
mu+	30.6669	-577.346	726.952
mu+	53.1555	-674.243	706.734
mu+	-21.7888	-711.656	690.02
mu+	-75.9939	-673.511	679.808
mu+	-77.0376	-620.724	671.189
mu+	-47.932	-589.219	664.589
mu+	-14.2063	-585.34	660.51
mu+	9.20364	-597.924	657.952
mu+	21.3242	-615.734	655.961
mu+	23.6598	-632.638	653.728
mu+	20.8527	-645.247	651.015
mu+	14.9325	-653.737	648.942
mu+	8.71625	-659.219	647.38
mu+	3.13293	-662.559	646.063
mu+	-1.7649	-664.036	645.318
mu+	-5.76035	-664.9	644.786
mu+	-9.03359	-665.208	644.436
mu+	-11.6998	-665.104	644.188
mu+	-13.7064	-664.739	643.931
mu+	-15.124	-664.385	643.671
mu+	-16.2575	-664.065	643.489
mu+	-17.1367	-663.725	643.282
mu+	-17.8383	-663.402	643.132
mu+	-18.4066	-663.121	642.988
mu+	-18.8827	-662.901	642.87
mu+	-19.2567	-662.729	642.774
mu+	-19.5428	-662.563	642.705
mu+	-19.7751	-662.458	642.633
mu+	-19.9392	-662.37	642.567
mu+	-20.0109	-662.361	642.589
mu+	-20.0109	-662.361	642.589
pi+	0.121762	-2.99425	-23.0723
pi+	-0.218034	-4.5107	-17.5818
pi+	-0.169108	-5.50075	-12.9622
pi+	-0.684051	-6.26513	-9.23282
pi+	-0.765197	-7.30896	-6.31904
pi+	-1.42321	-7.88673	-3.98929
pi+	-1.71947	-8.03048	-2.0121
pi+	-1.98293	-8.20958	-0.487487
pi+	-2.18935	-8.42692	0.691914
pi+	-2.45957	-8.54036	1.63072
pi+	-2.57186	-8.72536	2.38791
pi+	-2.56824	-8.88625	3.00633
pi+	-2.55672	-9.01634	3.49601
pi+	-2.46114	-9.05771	3.88146
pi+	-2.45218	-9.04243	4.19745
pi+	-2.41407	-9.01093	4.4335
pi+	-2.38306	-8.9634	4.60244
pi+	-2.38177	-8.92561	4.64827
pi+	-2.38202	-8.92493	4.64829
pi+	-2.38202	-8.92493	4.64829
pi+	-2.38202	-8.92493	4.64829
mu+	-2.2937	-8.97024	4.72834
mu+	-2.2942	-8.96809	4.74623
mu+	-2.29437	-8.96882	4.74692
mu+	-2.29437	-8.96882	4.74692
mu+	-2.29437	-8.96882	4.74692
pi-	1.90161	-8.16429	-3.05649
pi-	1.15644	-10.9486	5.73585
pi-	0.0355151	-15.4425	19.9052
pi-	0.0730513	-17.7046	27.5358
pi+	-0.236769	0.174543	-25.9076
pi0	-0.236764	0.174536	-25.9076
pi0	-0.236833	0.174546	-25.9075
pi0	-0.236772	0.174584	-25.9075
pi-	1.50252	-0.530727	-59.3208
pi-	2.77623	-0.89899	-59.1858
pi-	3.81585	-1.02248	-59.2266
pi-	4.65469	-1.03607	-59.2985
pi-	5.29346	-0.984187	-59.5118
pi-	5.80681	-1.00477	-59.6245
pi-	6.22406	-1.04947	-59.6082
pi-	6.5519	-1.09241	-59.5983
pi-	6.80125	-1.19705	-59.5873
pi-	6.99975	-1.23279	-59.579
pi-	7.11763	-1.29533	-59.5985
pi-	7.12948	-1.30095	-59.605
pi-	7.12948	-1.30095	-59.605
pi0	-2.94058e-06	1.09022e-05	-59.7092
pi+	-3.18204	-3.73251	-56.1615
pi+	-7.53238	-10.9075	-50.5525
pi+	-16.4388	-24.701	-40.9637
pi0	-16.4388	-24.701	-40.9637
pi-	8.3767	10.5797	57.0969
pi-	6.94721	8.51032	51.1814
pi-	7.12462	9.35093	51.75
pi-	7.22001	10.0593	52.1541
pi-	7.30838	10.5629	52.5719
pi-	7.57148	10.9611	52.84
pi-	7.70367	11.2622	53.0969
pi-	7.88511	11.4901	53.259
pi-	7.98719	11.6772	53.3932
pi-	8.01275	11.7947	53.5316
pi-	8.00833	11.8645	53.5362
pi-	8.00868	11.8645	53.5365
pi-	8.00868	11.8645	53.5365
pi-	12.8792	23.7794	137.608
pi-	12.3639	23.0188	137.59
pi-	12.0436	22.3475	137.492
pi-	11.9569	21.8154	137.239
pi-	11.9198	21.4088	136.987
pi-	11.8405	21.1176	136.773
pi-	11.8623	20.9413	136.554
pi-	11.884	20.7912	136.402
pi-	11.8659	20.6928	136.292
pi-	11.8703	20.6787	136.284
pi-	11.8703	20.6785	136.284
pi-	11.8703	20.6785	136.284
pi-	-1.02338	-0.680619	115.689
pi-	-4.3844	-3.84236	120.179
pi-	-4.95725	-4.21944	120.761
pi-	-7.9864	-7.57436	123.333
pi-	-10.384	-10.6636	124.973
pi-	-12.2686	-13.1085	126.417
pi-	-13.8561	-14.799	127.873
pi-	-15.1772	-16.0001	128.717
pi+	-7.04015	6.28856	116.072
pi+	-13.6578	10.2057	117.246
pi+	-18.7744	13.7894	118.264
pi+	-23.2098	16.4654	119.455
pi+	-25	17.363	119.258
pi+	25	-3.77885	-496.883
pi+	21.4044	-2.47201	-497.576
pi+	18.6225	-1.11636	-497.561
pi+	16.6743	0.388665	-497.203
pi+	15.168	1.56335	-496.656
pi+	13.7222	2.22269	-496.461
pi+	12.4771	2.48145	-496.425
pi+	11.4964	2.80878	-496.466
pi+	10.7845	3.04878	-496.806
pi+	10.1838	3.22667	-497.005
pi+	9.72701	3.45312	-497.074
pi+	9.36403	3.62357	-497.133
pi+	9.09068	3.79131	-497.12
pi+	8.85571	3.87651	-497.142
pi+	8.68779	3.92087	-497.133
pi+	8.62899	3.94937	-497.149
pi+	8.62856	3.94957	-497.149
pi+	8.62856	3.94957	-497.149
mu+	8.54319	3.94094	-497.054
mu+	8.53053	3.94253	-497.049
mu+	8.53046	3.94257	-497.048
mu+	8.53046	3.94257	-497.048
pi-	-0.0138255	1.94127	118.011
pi-	-0.592225	2.01889	117.856
pi-	-1.03546	2.18089	117.79
pi-	-1.39366	2.31352	117.77
pi-	-1.66716	2.41818	117.773
pi-	-1.89007	2.45024	117.758
pi-	-2.04706	2.45898	117.772
pi-	-2.08031	2.47193	117.772
pi-	-2.08109	2.47243	117.772
pi-	-2.08109	2.47243	117.772
pi+	-0.547244	1.73904	118.294
pi-	10.2217	13.5734	117.506
pi-	17.7096	20.613	117.179
pi-	17.9146	20.8469	117.232
pi-	21.12	25	117.143
pi-	176.619	355.603	98.2427
mu-	12.9707	-25	-437.076
mu-	18.6185	-18.2237	-438.27
mu-	22.7545	-12.2771	-439.04
mu-	25	-7.59565	-440.813
mu-	-287.697	-276.736	-19850.6
mu-	54.1989	173.702	-35171.9
mu-	-691.119	-16.2496	-47762
mu-	-664.202	-64.8839	-56712.4
mu-	-698.492	250.142	-62851
mu-	-245.672	482.339	-67650.8
mu-	-257.155	480.519	-72587.4
mu-	-478.612	255.16	-76992.5
mu-	-39.6689	120.453	-80543.3
mu-	-316.068	23.477	-83418.6
mu-	-61.0176	128.921	-85873.6
mu-	-266.606	23.83	-87937.7
mu-	-99.7579	302.613	-89519.8
mu-	-185.049	357.438	-90755.6
mu-	-78.8498	170.222	-91676.6
mu-	-352.141	210.88	-92532.9
mu-	-184.467	74.7543	-93249.3
mu-	-116.967	134.111	-93790.2
mu-	-143.422	100.038	-94218.4
mu-	-271.273	84.2932	-94557
mu-	-285.83	250.419	-94838.8
mu-	-132.49	143.114	-95045.4
mu-	-302.775	215.78	-95193.9
mu-	-172.779	104.689	-95315.4
mu-	-201.088	251.264	-95416.2
mu-	-296.699	161.361	-95494.4
mu-	-198.858	106.648	-95555.3
mu-	-158.409	188.478	-95612.6
mu-	-216.328	231.534	-95658.7
mu-	-267.481	200.039	-95693.5
mu-	-268.744	153.16	-95722.4
mu-	-241.486	127.237	-95746.4
mu-	-210.259	124.229	-95765.6
mu-	-188.902	136.263	-95780
mu-	-178.437	150.71	-95792.2
mu-	-173.672	165.386	-95801.7
mu-	-174.903	177.834	-95809.3
mu-	-179.367	187.012	-95815.6
mu-	-185.15	193.148	-95820.9
mu-	-190.77	197.197	-95825
mu-	-195.948	199.176	-95828.5
mu-	-200.145	200.259	-95831.6
mu-	-203.757	200.44	-95834.2
mu-	-206.811	200.325	-95836.1
mu-	-209.161	199.813	-95837.7
mu-	-210.888	199.148	-95839.1
mu-	-212.263	198.532	-95840.2
mu-	-213.349	197.857	-95841.1
mu-	-214.123	197.273	-95841.8
mu-	-214.766	196.816	-95842.4
mu-	-215.24	196.401	-95842.8
mu-	-215.612	196.101	-95843.3
mu-	-215.93	195.852	-95843.6
mu-	-216.178	195.674	-95843.8
mu-	-216.34	195.53	-95844
mu-	-216.382	195.44	-95844.2
mu-	-216.377	195.441	-95844.2
mu-	-216.381	195.44	-95844.2
mu-	-216.381	195.44	-95844.2
mu+	562.462	351.937	2594.24
mu+	432.675	251.165	3160.76
mu+	348.499	159.004	3726.01
mu+	305.037	95.9981	4300.65
mu+	1448.74	-979.092	16186.1
mu+	497.492	80.612	25939
mu+	1551.68	-254.794	36027.1
mu+	555.408	-724.186	43087.8
mu+	1448.99	-275.965	47527.9
mu+	944.875	86.1557	51561.7
mu+	690.937	-45.2868	54213.3
mu+	1209.44	-589.493	56461.9
mu+	685.465	-172.088	59164.4
mu+	1285.39	-294.85	61069.9
mu+	703.765	-379.484	62694.3
mu+	1093.37	-571.798	64027.2
mu+	972.723	-600.016	64880.2
mu+	1075.39	-145.379	65776.7
mu+	1180.16	-222.442	66761.5
mu+	818.058	-314.78	67685.6
mu+	1062.4	-175.972	68481.5
mu+	1010.91	-165.996	68970.1
mu+	869.201	-427.453	69340.3
mu+	1055.21	-192.631	69681.8
mu+	1140.11	-365.311	70065.9
mu+	1113.31	-414.581	70380.5
mu+	1141.33	-346.882	70613.4
mu+	1066.5	-220.014	70788.5
mu+	915.757	-345.643	70941.6
mu+	1123.18	-341.651	71047.4
mu+	929.734	-356.15	71122.8
mu+	1074.89	-266.289	71178.2
mu+	1063.17	-418.81	71191.1
mu+	946.837	-375.445	71203.2
mu+	983.301	-281.246	71215.9
mu+	1063.78	-287.787	71224.1
mu+	1089.86	-346.403	71229.8
mu+	1064.96	-391.12	71235.5
mu+	1026.09	-402.548	71238.2
mu+	997.022	-390.992	71242.4
mu+	980.314	-371.316	71245.1
mu+	975.275	-350.977	71247.6
mu+	978.303	-333.919	71248.4
mu+	985.498	-322.278	71249.2
mu+	993.507	-315.035	71249.6
mu+	1001.48	-311.018	71249.1
mu+	1008.44	-309.974	71248.5
mu+	1014.05	-310.082	71247.9
mu+	1018.29	-310.953	71247
mu+	1020.26	-307.717	71247
mu+	1021.79	-305.284	71247.2
mu+	1023.11	-303.378	71247.2
mu+	1024.2	-301.902	71247.2
mu+	1025.14	-300.75	71247.2
mu+	1025.91	-299.882	71247.3
mu+	1026.56	-299.259	71247.4
mu+	1027.13	-298.806	71247.5
mu+	1027.58	-298.427	71247.6
mu+	1027.93	-298.131	71247.6
mu+	1028.22	-297.886	71247.6
mu+	1028.45	-297.688	71247.7
mu+	1028.63	-297.543	71247.7
mu+	1028.71	-297.408	71247.8
mu+	1028.73	-297.393	71247.8
mu+	1028.73	-297.393	71247.8
pi-	1.46643	2.00982	119.367
pi0	1.46643	2.00982	119.367
pi+	-4.7004	15.8665	23.2223
pi+	-7.4735	25	25.6703
pi+	1572.86	890.945	4130.59
mu+	1550.18	950.355	21575
mu+	1223.44	1237.78	23216.5
pi+	1328.64	-1212.92	32610.3
mu+	1759.29	-1714.87	37447.7
mu+	1681.84	-1124.91	40912.8
mu+	1510.36	-1669.96	43780.5
mu+	2927.36	-2221.94	45085.2
mu+	2919.6	-2244.28	45887.8
mu+	2470.77	-2100.36	46315.8
mu+	2499.4	-2247.68	46702.6
mu+	2836.06	-2025.84	47123
mu+	2860.71	-2182.79	47448.8
mu+	2805.62	-1991.81	47784.3
mu+	2541.91	-2172.76	48127.2
mu+	2729.74	-1973.29	48399.4
mu+	2826.05	-2060.09	48627
mu+	2815.02	-2037.07	48814.7
mu+	2681.89	-1975.86	48952
mu+	2604.89	-2151.78	49070.1
mu+	2810.26	-2114.92	49172.8
mu+	2611.05	-2080.98	49270.3
mu+	2797.89	-2074.92	49342.6
mu+	2669.47	-2174.83	49398.8
mu+	2654.82	-2042.62	49442.3
mu+	2764.51	-2043.51	49479.7
mu+	2766.52	-2135.66	49506.5
mu+	2698.18	-2160.47	49529.6
mu+	2653.54	-2120.78	49550.2
mu+	2660.1	-2071.8	49569.1
mu+	2694.12	-2050.24	49583
mu+	2726.43	-2052.63	49592.8
mu+	2748.42	-2067.13	49600.7
mu+	2759.62	-2082.97	49605.9
mu+	2762.99	-2097.63	49610.7
mu+	2762.66	-2109.6	49614.3
mu+	2758.9	-2118.67	49617.7
mu+	2753.92	-2124.7	49620.6
mu+	2749.36	-2128.42	49623.2
mu+	2745.54	-2130.59	49625.3
mu+	2742.08	-2131.83	49626.7
mu+	2739.21	-2132.36	49628
mu+	2736.81	-2132.62	49629
mu+	2734.97	-2132.76	49629.8
mu+	2733.56	-2132.66	49630.5
mu+	2732.43	-2132.42	49631.1
mu+	2731.53	-2132.12	49631.5
mu+	2730.88	-2131.72	49631.7
mu+	2730.41	-2131.36	49632
mu+	2730.03	-2131.04	49632.2
mu+	2729.7	-2130.77	49632.3
mu+	2729.45	-2130.54	49632.5
mu+	2729.23	-2130.37	49632.6
mu+	2729.08	-2130.22	49632.6
mu+	2728.97	-2130.13	49632.7
mu+	2728.97	-2130.13	49632.7
pi+	1.43992	-1.08392	27.8151
pi+	3.02256	-1.94221	34.4044
pi-	-19.7146	-3.46549	48.5104
pi-	-25	-3.68635	54.4633
pi-	-94.5849	-1674.08	10486.7
mu-	577.547	-1381.46	16831.3
mu-	493.27	-564.115	23260.8
mu-	-332.376	-448.205	29692.2
mu-	-632.48	-1174.37	36078.5
mu-	-80.348	-1668.21	42339.8
mu-	621.483	-1187.49	48800.3
mu-	105.689	-387.001	55440.7
mu-	-622.876	-921.233	61947
mu-	-145.845	-1637.01	68385.5
mu-	629.594	-1107.64	74978.6
mu-	-126.849	-422.795	81678.2
mu-	-588.188	-1244.56	88148
mu-	251.418	-1585.21	94523.2
mu-	397.522	-573.29	101175
mu-	-591.43	-852.035	107745
mu-	6876.45	-4214.6	190136
mu-	7549.99	-4354.39	198754
mu-	7629.21	-4611.96	208077
mu-	7486.68	-4970.11	217149
mu-	6703.7	-4600.33	224940
mu-	7635.68	-4551.98	232237
mu-	7573.87	-4865.41	241147
mu-	6788.85	-4856.19	248980
mu-	7629.98	-4494.84	255701
mu-	7648.52	-4585.33	264778
mu-	6999.36	-4221.93	343341
mu-	7042.39	-4205.34	351309
mu-	7598.5	-4702.22	433504
mu-	6851.79	-4700.2	499804
mu-	7341.13	-4310.44	553298
mu-	7488.8	-4701.61	596508
mu-	7487.94	-4705.17	630905
mu-	7475.59	-4558.45	657196
mu-	7225.27	-4861.3	677973
mu-	7244.5	-4461.94	695289
mu-	7290.78	-4808.96	709459
mu-	7326.91	-4469.77	720662
mu-	7321.64	-4825.85	728985
mu-	7137.07	-4673.01	735739
mu-	7179.59	-4762.56	741070
mu-	7370.95	-4585.57	745407
mu-	7377.65	-4596.02	748907
mu-	7249.89	-4798.34	751610
mu-	7378.46	-4683.47	753868
mu-	7374.68	-4714.39	755713
mu-	7201.4	-4762.66	757144
mu-	7346.15	-4619.95	758311
mu-	7211.8	-4594.8	759190
mu-	7202.71	-4600.39	759832
mu-	7287.33	-4593.98	760322
mu-	7330.52	-4718.7	760712
mu-	7177.78	-4690.46	761013
mu-	7321.26	-4655.68	761262
mu-	7186.49	-4673.57	761474
mu-	7290.6	-4720.05	761647
mu-	7256.81	-4629.95	761792
mu-	7191.2	-4680.86	761905
mu-	7235.26	-4734.57	761993
mu-	7285.07	-4706.48	762058
mu-	7286.55	-4660.07	762110
mu-	7258.03	-4636.8	762152
mu-	7227.75	-4639.35	762186
mu-	7211.23	-4656.95	762213
mu-	7209.13	-4676.4	762235
mu-	7214.16	-4690.86	762253
mu-	7222.21	-4700.43	762268
mu-	7230.32	-4704.95	762281
mu-	7237.09	-4706.69	762292
mu-	7242.27	-4706.97	762302
mu-	7246.87	-4705.77	762309
mu-	7250.63	-4704.34	762316
mu-	7253.71	-4703.2	762320
mu-	7255.84	-4702.24	762324
mu-	7257.51	-4701.37	762328
mu-	7258.62	-4700.37	762331
mu-	7259.35	-4699.7	762333
mu-	7259.83	-4699.07	762335
mu-	7260.13	-4698.45	762336
mu-	7260.35	-4698.05	762338
mu-	7260.44	-4697.74	762339
mu-	7260.45	-4697.48	762339
mu-	7260.45	-4697.38	762340
mu-	7260.5	-4697.28	762341
mu-	7260.54	-4697.19	762341
mu-	7260.54	-4697.1	762341
mu-	7260.54	-4697.03	762342
mu-	7260.54	-4697.06	762342
mu-	7260.54	-4697.05	762342
mu-	7260.54	-4697.05	762342
pi-	-5.08616	-10.3143	42.6086
pi-	-8.4894	-18.1751	58.5903
pi-	-11.6786	-25	69.721
pi-	912.474	-748.012	11567.2
mu-	170.403	7.17737	17385.2
mu-	959.071	-683.052	23239.6
mu-	68.2278	-151.794	29093.6
mu-	1037.36	-504.022	34866.5
mu-	18.5584	-373.532	40605
mu-	994.221	-159.58	46406.4
mu-	290.643	-790.691	52376.4
mu-	542.006	136.327	58220.4
mu-	771.301	-791.51	133571
mu-	71.2646	-402.557	193119
mu-	400.291	-19.5498	241928
mu-	418.5	-16.092	282291
mu-	141.584	-416.602	313927
mu-	736.718	-405.143	338937
mu-	656.812	-153.974	359259
mu-	741.589	-376.417	375261
mu-	384.684	-564.319	387537
mu-	326.554	-160.058	397225
mu-	569.946	-150.388	405327
mu-	448.582	-118.489	411904
mu-	392.76	-456.261	417350
mu-	302.584	-270.848	421816
mu-	404.905	-451.654	425344
mu-	306.392	-322.785	428205
mu-	545.915	-384.751	430431
mu-	558.022	-363.582	432166
mu-	401.709	-429.649	433548
mu-	498.685	-222.98	434636
mu-	340.44	-262.202	435435
mu-	325.887	-316.168	436081
mu-	351.042	-247.683	436561
mu-	478.651	-234.095	436949
mu-	427.475	-380.918	437270
mu-	375.28	-221.048	437518
mu-	461.18	-365.395	437692
mu-	455.952	-215.36	437833
mu-	364.998	-309.253	437937
mu-	471.506	-345.271	438016
mu-	487.224	-252.36	438080
mu-	421.567	-220.353	438136
mu-	378.097	-248.689	438185
mu-	380.809	-290.042	438224
mu-	407.689	-312.532	438255
mu-	437.383	-309.009	438281
mu-	453.205	-291.719	438301
mu-	457.573	-272.895	438317
mu-	453.975	-257.911	438332
mu-	446.121	-248.568	438343
mu-	437.972	-242.98	438352
mu-	430.424	-240.817	438359
mu-	424.749	-240.592	438365
mu-	420.439	-241.248	438370
mu-	417.321	-242.311	438374
mu-	415.105	-243.597	438378
mu-	413.561	-244.811	438380
mu-	412.579	-246.012	438383
mu-	411.734	-246.982	438384
mu-	411.043	-247.707	438386
mu-	410.567	-248.237	438387
mu-	410.278	-248.83	438388
mu-	410.109	-249.381	438389
mu-	410.001	-249.819	438389
mu-	409.919	-250.176	438389
mu-	409.9	-250.49	438390
mu-	409.881	-250.769	438390
mu-	409.876	-250.967	438390
mu-	409.876	-250.967	438390
pi-	0.553628	-0.433463	23.1388
pi-	6.64679	-2.81714	32.0798
pi-	-3.29848	0.783208	-43.3797
pi-	-6.37085	1.36456	-40.4723
pi-	-8.71605	1.86856	-38.0733
pi-	-10.7479	2.24915	-36.2446
pi-	-12.3676	2.61968	-34.8008
pi-	-13.6398	2.62205	-33.5732
pi-	-14.6574	2.44989	-32.6366
pi-	-15.5103	2.23662	-31.9153
pi-	-16.1711	2.08693	-31.3344
pi-	-16.631	2.07936	-30.7943
pi-	-17.1602	1.96046	-30.5754
pi-	-17.6184	1.90851	-30.4863
pi-	-17.9955	1.80892	-30.4644
pi-	-18.2676	1.6731	-30.4592
pi-	-18.4857	1.60567	-30.4217
pi-	-18.628	1.52137	-30.4412
pi-	-18.6571	1.48007	-30.4482
pi-	-18.6577	1.47961	-30.4486
pi-	-18.6577	1.47961	-30.4486
pi-	0.855082	-2.38747	-47.7768
pi-	6.19624	-13.5466	-46.6976
pi-	7.23175	-15.454	-46.0518
pi-	11.8934	-22.7134	-42.8719
pi-	14.1278	-25	-41.2853
pi-	-97.8906	608.625	10605.3
mu-	264.629	131.281	19178.7
mu-	413.04	694.602	25560.9
mu-	-3.91713	647.983	30817.4
mu-	135.999	255.904	35010.3
mu-	94.4085	715.085	38158.5
mu-	79.0537	705.879	40871.4
mu-	-80.8967	332.839	43463.2
mu-	-190.713	340.869	45626.4
mu-	-84.4882	665.298	47428.9
mu-	-265.996	601.866	48835.8
mu-	-188.931	660.504	49930.7
mu-	-39.8116	420.272	50757.7
mu-	-119.294	641.118	51538.4
mu-	-223.586	601.994	52148.8
mu-	-216.657	609.723	52615.4
mu-	-125.598	644.401	53048.1
mu-	-48.811	534.521	53432.3
mu-	-204.138	509.718	53729.5
mu-	-71.6485	602.745	53965.5
mu-	-205.197	517.751	54147.2
mu-	-69.8068	537.949	54308.5
mu-	-165.457	612.912	54438.4
mu-	-190.563	510.901	54544.8
mu-	-98.0171	506.076	54631
mu-	-85.6085	577.874	54693.1
mu-	-134.632	610.707	54743.3
mu-	-176.038	591	54786.2
mu-	-185.082	554.174	54820.8
mu-	-171.758	527.794	54846.6
mu-	-149.727	517.617	54865.8
mu-	-128.591	519.97	54880.7
mu-	-114.517	528.856	54893.2
mu-	-107.794	540.061	54904.2
mu-	-105.569	550.5	54913.3
mu-	-106.574	559.128	54920.8
mu-	-108.926	566.212	54926.6
mu-	-111.752	570.942	54931.3
mu-	-114.468	574.202	54934.7
mu-	-117.277	576.158	54937.5
mu-	-119.642	577.409	54939.5
mu-	-121.735	578.301	54941.1
mu-	-123.457	578.636	54942.6
mu-	-124.889	578.879	54943.8
mu-	-126.01	578.937	54944.8
mu-	-126.883	578.812	54945.5
mu-	-127.437	578.682	54946.1
mu-	-127.859	578.542	54946.7
mu-	-128.185	578.435	54947.2
mu-	-128.44	578.374	54947.6
mu-	-128.63	578.308	54947.8
mu-	-128.788	578.285	54948.1
mu-	-128.852	578.252	54948.3
mu-	-128.857	578.249	54948.3
mu-	-128.859	578.254	54948.3
mu-	-128.855	578.259	54948.3
mu-	-128.855	578.259	54948.3
pi0	-2.79548e-05	8.84554e-06	-47.5613
pi-	-3.69941	-0.320424	26.7527
pi0	-0.165092	0.113675	27.8702
pi-	-1.12224	0.359472	185.462
pi-	7.98082	-6.54044	196.273
pi-	8.31121	-5.67677	192.011
pi-	8.04332	-4.82725	188.61
pi-	8.45873	-4.00451	185.948
pi-	9.08188	-3.04182	184.059
pi-	9.67826	-2.09457	182.652
pi-	10.121	-1.25226	181.606
pi-	10.4644	-0.608617	180.694
pi-	10.5339	-0.146106	179.868
pi-	10.5867	0.258844	179.204
pi-	10.6674	0.786792	178.896
pi-	10.6795	1.18298	178.607
pi-	10.7442	1.48797	178.37
pi-	10.8487	1.67271	178.155
pi-	10.8773	1.80831	177.966
pi-	10.9024	1.89835	177.834
pi-	10.9127	1.91739	177.8
pi-	10.9131	1.91779	177.799
pi-	10.9131	1.91779	177.799
pi0	-6.34221	3.1661	181.03
pi+	-0.475251	-3.90756	70.5125
pi+	6.89194	-25	83.9374
pi+	-38.3638	125.749	31165.7
mu+	-89.6504	-465.679	35134.2
mu+	-536.018	-793.427	39039.6
mu+	-1062.15	-705.832	42878.7
mu+	-1373.11	-258.507	46673.1
mu+	-1224.63	327.393	50500.1
mu+	-593.171	571.435	54381.8
mu+	-36.9121	133.733	58263.6
mu+	-138.937	-549.407	62121.1
mu+	-750.99	-797.627	65946.4
mu+	-1289.92	-366.49	69823.8
mu+	-1119.68	386.805	73713.4
mu+	-317.989	465.095	77618.5
mu+	-43.147	-295.574	81478.8
mu+	-642.79	-763.727	85283.2
mu+	-1292.48	-325.019	89179.5
mu+	-998.209	451.395	93077.2
